SERVICELEVEL;CALENDAR;OPERATINGDAY;PIECETYPE;STARTINGDATE;ENDINGDATE;LINE;LINEBASIN;LINECOMPANY;PATTERN;DIRECTION;TRIPCODE;TRIPCOMPANYCODE;ACTIVITYNUMBER;LENGTH;VEHBLOCKID;DEPOT;VEHICLETYPE;VBLINE;VB_LINEBASIN;VB_LINECOMPANY;PIECEORDER;ARRIVALTIME;DEPARTURETIME;NODE;NODEBASIN;NODECOMPANY;PASSAGEORDER;BLOCK;LINE_EXCEL;EXCEL_NAME;DUTY;SOURCE_FILE
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36;KTEL_S;Def;2743;1;719215329;719215329;719215329;26076.68;;;;;;;;16:35:00;16:35:00;N1407;OSETH;Def;3;3603;36;line36 (2025).xlsx;3603_2;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36E;KTEL_S;Def;2750;1;552427454;552427454;552427454;19054.65;;;;;;;;15:50:00;15:50:00;N1407;OSETH;Def;1;3601;36Ε;line36 (2025).xlsx;3601_2;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36E;KTEL_S;Def;2750;1;552427454;552427454;552427454;19054.65;;;;;;;;16:12:00;16:12:00;N15051;OSETH;Def;2;3601;36Ε;line36 (2025).xlsx;3601_2;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36E;KTEL_S;Def;2750;1;552427454;552427454;552427454;19054.65;;;;;;;;16:35:00;16:35:00;N1407;OSETH;Def;3;3601;36Ε;line36 (2025).xlsx;3601_2;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36H;KTEL_S;Def;2748;1;207026202;207026202;207026202;19759.73;;;;;;;;16:15:00;16:15:00;N1407;OSETH;Def;1;3602;36Η;line36 (2025).xlsx;3602_2;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36H;KTEL_S;Def;2748;1;207026202;207026202;207026202;19759.73;;;;;;;;16:37:00;16:37:00;N36079;OSETH;Def;2;3602;36Η;line36 (2025).xlsx;3602_2;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36H;KTEL_S;Def;2748;1;207026202;207026202;207026202;19759.73;;;;;;;;17:00:00;17:00:00;N1407;OSETH;Def;3;3602;36Η;line36 (2025).xlsx;3602_2;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36E;KTEL_S;Def;2750;1;186778363;186778363;186778363;19054.65;;;;;;;;16:50:00;16:50:00;N1407;OSETH;Def;1;3603;36Ε;line36 (2025).xlsx;3603_2;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36E;KTEL_S;Def;2750;1;186778363;186778363;186778363;19054.65;;;;;;;;17:17:00;17:17:00;N15051;OSETH;Def;2;3603;36Ε;line36 (2025).xlsx;3603_2;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36E;KTEL_S;Def;2750;1;186778363;186778363;186778363;19054.65;;;;;;;;17:45:00;17:45:00;N1407;OSETH;Def;3;3603;36Ε;line36 (2025).xlsx;3603_2;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36;KTEL_S;Def;2743;1;447747317;447747317;447747317;26076.68;;;;;;;;17:10:00;17:10:00;N1407;OSETH;Def;1;3601;36;line36 (2025).xlsx;3601_2;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36;KTEL_S;Def;2743;1;447747317;447747317;447747317;26076.68;;;;;;;;17:40:00;17:40:00;N15094;OSETH;Def;2;3601;36;line36 (2025).xlsx;3601_2;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36;KTEL_S;Def;2743;1;447747317;447747317;447747317;26076.68;;;;;;;;18:10:00;18:10:00;N1407;OSETH;Def;3;3601;36;line36 (2025).xlsx;3601_2;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36K;KTEL_S;Def;2751;1;859902614;859902614;859902614;17512.9;;;;;;;;17:40:00;17:40:00;N1407;OSETH;Def;1;3602;36Κ;line36 (2025).xlsx;3602_2;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36K;KTEL_S;Def;2751;1;859902614;859902614;859902614;17512.9;;;;;;;;18:00:00;18:00:00;N36080;OSETH;Def;2;3602;36Κ;line36 (2025).xlsx;3602_2;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36K;KTEL_S;Def;2751;1;859902614;859902614;859902614;17512.9;;;;;;;;18:20:00;18:20:00;N1407;OSETH;Def;3;3602;36Κ;line36 (2025).xlsx;3602_2;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36E;KTEL_S;Def;2750;1;227624105;227624105;227624105;19054.65;;;;;;;;18:00:00;18:00:00;N1407;OSETH;Def;1;3603;36Ε;line36 (2025).xlsx;3603_2;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36E;KTEL_S;Def;2750;1;227624105;227624105;227624105;19054.65;;;;;;;;18:22:00;18:22:00;N15051;OSETH;Def;2;3603;36Ε;line36 (2025).xlsx;3603_2;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36E;KTEL_S;Def;2750;1;227624105;227624105;227624105;19054.65;;;;;;;;18:45:00;18:45:00;N1407;OSETH;Def;3;3603;36Ε;line36 (2025).xlsx;3603_2;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36;KTEL_S;Def;2743;1;118399393;118399393;118399393;26076.68;;;;;;;;18:20:00;18:20:00;N1407;OSETH;Def;1;3601;36;line36 (2025).xlsx;3601_2;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36;KTEL_S;Def;2743;1;118399393;118399393;118399393;26076.68;;;;;;;;18:50:00;18:50:00;N15094;OSETH;Def;2;3601;36;line36 (2025).xlsx;3601_2;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36;KTEL_S;Def;2743;1;118399393;118399393;118399393;26076.68;;;;;;;;19:20:00;19:20:00;N1407;OSETH;Def;3;3601;36;line36 (2025).xlsx;3601_2;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36K;KTEL_S;Def;2751;1;191505967;191505967;191505967;17512.9;;;;;;;;18:50:00;18:50:00;N1407;OSETH;Def;1;3602;36Κ;line36 (2025).xlsx;3602_2;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36K;KTEL_S;Def;2751;1;191505967;191505967;191505967;17512.9;;;;;;;;19:10:00;19:10:00;N36080;OSETH;Def;2;3602;36Κ;line36 (2025).xlsx;3602_2;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36K;KTEL_S;Def;2751;1;191505967;191505967;191505967;17512.9;;;;;;;;19:30:00;19:30:00;N1407;OSETH;Def;3;3602;36Κ;line36 (2025).xlsx;3602_2;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36K;KTEL_S;Def;2751;1;654821383;654821383;654821383;17512.9;;;;;;;;19:10:00;19:10:00;N1407;OSETH;Def;1;3603;36Κ;line36 (2025).xlsx;3603_2;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36K;KTEL_S;Def;2751;1;654821383;654821383;654821383;17512.9;;;;;;;;19:30:00;19:30:00;N36080;OSETH;Def;2;3603;36Κ;line36 (2025).xlsx;3603_2;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36K;KTEL_S;Def;2751;1;654821383;654821383;654821383;17512.9;;;;;;;;19:50:00;19:50:00;N1407;OSETH;Def;3;3603;36Κ;line36 (2025).xlsx;3603_2;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36;KTEL_S;Def;2743;1;714885055;714885055;714885055;26076.68;;;;;;;;19:25:00;19:25:00;N1407;OSETH;Def;1;3601;36;line36 (2025).xlsx;3601_2;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36;KTEL_S;Def;2743;1;714885055;714885055;714885055;26076.68;;;;;;;;19:55:00;19:55:00;N15094;OSETH;Def;2;3601;36;line36 (2025).xlsx;3601_2;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36;KTEL_S;Def;2743;1;714885055;714885055;714885055;26076.68;;;;;;;;20:25:00;20:25:00;N1407;OSETH;Def;3;3601;36;line36 (2025).xlsx;3601_2;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36K;KTEL_S;Def;2751;1;202114978;202114978;202114978;17512.9;;;;;;;;19:50:00;19:50:00;N1407;OSETH;Def;1;3602;36Κ;line36 (2025).xlsx;3602_2;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36K;KTEL_S;Def;2751;1;202114978;202114978;202114978;17512.9;;;;;;;;20:12:00;20:12:00;N36080;OSETH;Def;2;3602;36Κ;line36 (2025).xlsx;3602_2;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36K;KTEL_S;Def;2751;1;202114978;202114978;202114978;17512.9;;;;;;;;20:35:00;20:35:00;N1407;OSETH;Def;3;3602;36Κ;line36 (2025).xlsx;3602_2;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36E;KTEL_S;Def;2750;1;655666078;655666078;655666078;19054.65;;;;;;;;20:15:00;20:15:00;N1407;OSETH;Def;1;3603;36Ε;line36 (2025).xlsx;3603_2;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36E;KTEL_S;Def;2750;1;655666078;655666078;655666078;19054.65;;;;;;;;20:37:00;20:37:00;N15051;OSETH;Def;2;3603;36Ε;line36 (2025).xlsx;3603_2;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36E;KTEL_S;Def;2750;1;655666078;655666078;655666078;19054.65;;;;;;;;21:00:00;21:00:00;N1407;OSETH;Def;3;3603;36Ε;line36 (2025).xlsx;3603_2;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36Z;KTEL_S;Def;2756;1;584328714;584328714;584328714;27807.76;;;;;;;;20:45:00;20:45:00;N1407;OSETH;Def;1;3602;36Ζ;line36 (2025).xlsx;3602_2;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36Z;KTEL_S;Def;2756;1;584328714;584328714;584328714;27807.76;;;;;;;;21:17:00;21:17:00;N36079;OSETH;Def;2;3602;36Ζ;line36 (2025).xlsx;3602_2;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36Z;KTEL_S;Def;2756;1;584328714;584328714;584328714;27807.76;;;;;;;;21:50:00;21:50:00;N1407;OSETH;Def;3;3602;36Ζ;line36 (2025).xlsx;3602_2;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36N;KTEL_S;Def;2752;1;318449148;318449148;318449148;13051.94;;;;;;;;21:05:00;21:05:00;N1407;OSETH;Def;1;3603;36Ν;line36 (2025).xlsx;3603_2;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36N;KTEL_S;Def;2752;1;318449148;318449148;318449148;13051.94;;;;;;;;21:15:00;21:15:00;N1434;OSETH;Def;2;3603;36Ν;line36 (2025).xlsx;3603_2;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36N;KTEL_S;Def;2752;1;318449148;318449148;318449148;13051.94;;;;;;;;21:25:00;21:25:00;N1407;OSETH;Def;3;3603;36Ν;line36 (2025).xlsx;3603_2;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36B;KTEL_S;Def;2745;1;486022865;486022865;486022865;24172.69;;;;;;;;21:35:00;21:35:00;N1407;OSETH;Def;1;3603;36Β;line36 (2025).xlsx;3603_2;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36B;KTEL_S;Def;2745;1;486022865;486022865;486022865;24172.69;;;;;;;;22:00:00;22:00:00;N15094;OSETH;Def;2;3603;36Β;line36 (2025).xlsx;3603_2;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36B;KTEL_S;Def;2745;1;486022865;486022865;486022865;24172.69;;;;;;;;22:25:00;22:25:00;N1407;OSETH;Def;3;3603;36Β;line36 (2025).xlsx;3603_2;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36N;KTEL_S;Def;2752;1;984800146;984800146;984800146;13051.94;;;;;;;;22:00:00;22:00:00;N1407;OSETH;Def;1;3602;36Ν;line36 (2025).xlsx;3602_2;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36N;KTEL_S;Def;2752;1;984800146;984800146;984800146;13051.94;;;;;;;;22:10:00;22:10:00;N1434;OSETH;Def;2;3602;36Ν;line36 (2025).xlsx;3602_2;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36N;KTEL_S;Def;2752;1;984800146;984800146;984800146;13051.94;;;;;;;;22:20:00;22:20:00;N1407;OSETH;Def;3;3602;36Ν;line36 (2025).xlsx;3602_2;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36A;KTEL_S;Def;2744;1;293003617;293003617;293003617;21945.74;;;;;;;;22:40:00;22:40:00;N1407;OSETH;Def;1;3603;36Α;line36 (2025).xlsx;3603_2;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36A;KTEL_S;Def;2744;1;293003617;293003617;293003617;21945.74;;;;;;;;23:02:00;23:02:00;N36049;OSETH;Def;2;3603;36Α;line36 (2025).xlsx;3603_2;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36A;KTEL_S;Def;2744;1;293003617;293003617;293003617;21945.74;;;;;;;;23:25:00;23:25:00;N1407;OSETH;Def;3;3603;36Α;line36 (2025).xlsx;3603_2;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv
